Adscoop Stats for:,Daniel Aharonoff [Prodege LLC]
Date Range,2016-10-13 07:00:00 +0000 UTC to 2016-10-14 07:00:00 +0000 UTC

Date,Campaign Name,Impressions,Unique Identifier,Cost,CPC,Tracked By
10/13/16,sportly-tremor,1,,$0.00,0.003000,Click
